Dataset Name,Observation Date,Series Display Name,Observation Value,Unit
Export Receipts by Commodities and Groups,30-Sep-25,............F) Other Machi.nery,6880.4528,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-25,......38 Gems,199.282,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-25,......39 Jewellary,110.8164,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-25,......40 Furniture,566.8707,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-25,......41 Molasses,57.31,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-25,......42 Handicrafts,26.078,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-25,......43 Cement,26027.183,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-25,......44 Guar and Guar Products,2329.056,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-25,E. All Others,246303.9375,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-25,I. Total Export Receipts through Banks,2612010.06,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-25,II Freight on Export,71811.4435,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-25,III Export Receipts Banks (fob),2540198.616,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-25,IV Other Exports,68802.54934,Thousand USD
Export Receipts by Commodities and Groups,30-Sep-25,. Total Export as per BOP,2609001.166,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,A. Food Group,346336.3983,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,......1 Rice,126307.8036,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,............A) Basmati,45220.3808,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,............B) Others,81087.4228,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,......2 Fish & Fish Preparations,28865.1775,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,......3 Fruits,27263.2847,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,......4 Vegetablees/Leguminous Vegetable,13298.6612,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,......5 Tobacco,19496.5218,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,......6 Wheat,0,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,......7 Spices,6162.1602,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,"......8 Oil Seeds, Nuts and Kernels",4618.5463,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,......9 Sugar,0,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,......10 Meat and Meat Preparations,33410.091,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,......11 All Other Food Items,86914.152,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,B. Textile Group,1402346.391,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,......12 Raw Cotton,0,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,......13 Cotton Yarn,37097.5277,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,......14 Cotton Cloth,131947.242,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,......15 Cotton Carded or Combed,0,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,......16 Yarn Other than Cotton Yarn,2095.8232,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,......17 Knitwear,420069.1769,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,......18 Bed Wear,249792.9252,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,......19 Towels,72788.9279,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,"......20 Tents,Canvas & Tarpaulin",7895.9973,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,......21 Readymade Garments,330665.7416,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,"......22 Art,Silk & Synthetic Textile",24377.826,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,......23 Madeup Articles(incl.Other Tex,52598.4759,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,......24 Other Textile Materials,73016.7271,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,C. Petroleum Group,54008.467,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,......25 Petroleum Crude,0,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,......26 Petroleum Products,54008.467,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,......27 Solid Fuel including Naphtha,0,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,D. Other Manufacture,311346.2936,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,"......28 Carpets,Rugs & Mats",4258.0786,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,......29 Sports Goods,38097.6138,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,............A) Footballs,24015.608,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,............B) Gloves,6090.8375,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,............C) Others,7991.1683,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,......30 Leather Tanned,8749.5551,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,......31 Leather Manufactures,48802.8217,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,............A) Leather Garments,21011.6356,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,............B) Leather Gloves,23018.2431,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,............C) Other Leather Manufact,4772.943,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,......32 Footwear,12909.8554,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,............A) Leather Footwear,11363.9267,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,............B) Canvas Footwear,4.8658,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,............C) Other Footwear,1541.0629,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,......33 Surgical Goods & Medical Instr.,36524.8894,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,......34 Cutlery,4263.2974,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,......35 Onyx Manufactured,573.787,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,......36 Chemical & Pharmaceutical Prod,86898.4306,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,............A) Fertilizer Manufacture,0,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,............B) Plastic Materials,27473.8582,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,............C) Pharmaceutical Product,19954.682,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,............D) Other Chemicals,39469.8904,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,......37 Engineering Goods,30216.1162,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,............A) Electric Fans,2044.002,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,............B) Transport Equipment,7334.3701,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,............C) Other Electrical Machi.,9172.7406,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,............D) Machi.nery Specialized,2520.4013,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,............E) Auto Parts,1247.9997,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,............F) Other Machi.nery,7896.6025,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,......38 Gems,989.1025,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,......39 Jewellary,76.4518,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,......40 Furniture,691.7879,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,......41 Molasses,60.444,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,......42 Handicrafts,61.31,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,......43 Cement,36649.3942,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,......44 Guar and Guar Products,1523.358,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,E. All Others,252687.8091,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,I. Total Export Receipts through Banks,2366725.359,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,II Freight on Export,77600.53076,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,III Export Receipts Banks (fob),2289124.828,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,IV Other Exports,198849.8793,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-25,. Total Export as per BOP,2487974.707,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,A. Food Group,418809.5194,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,......1 Rice,152804.1636,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,............A) Basmati,58040.541,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,............B) Others,94763.6226,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,......2 Fish & Fish Preparations,40274.6432,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,......3 Fruits,39538.722,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,......4 Vegetablees/Leguminous Vegetable,16599.3388,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,......5 Tobacco,21198.1811,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,......6 Wheat,0,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,......7 Spices,8324.415,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,"......8 Oil Seeds, Nuts and Kernels",7253.2942,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,......9 Sugar,0,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,......10 Meat and Meat Preparations,35331.4775,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,......11 All Other Food Items,97485.284,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,B. Textile Group,1573644.569,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,......12 Raw Cotton,3.653,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,......13 Cotton Yarn,52747.7842,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,......14 Cotton Cloth,149434.2839,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,......15 Cotton Carded or Combed,0,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,......16 Yarn Other than Cotton Yarn,2916.7559,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,......17 Knitwear,420589.1357,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,......18 Bed Wear,299860.4239,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,......19 Towels,89073.0566,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,"......20 Tents,Canvas & Tarpaulin",7624.937,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,......21 Readymade Garments,380485.1792,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,"......22 Art,Silk & Synthetic Textile",32508.5806,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,......23 Madeup Articles(incl.Other Tex,59082.1392,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,......24 Other Textile Materials,79318.6399,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,C. Petroleum Group,61716.795,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,......25 Petroleum Crude,18522.449,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,......26 Petroleum Products,33505.461,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,......27 Solid Fuel including Naphtha,9688.885,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,D. Other Manufacture,357397.1504,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,"......28 Carpets,Rugs & Mats",4594.8159,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,......29 Sports Goods,38560.7321,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,............A) Footballs,23562.582,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,............B) Gloves,6368.6573,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,............C) Others,8629.4928,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,......30 Leather Tanned,11793.3194,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,......31 Leather Manufactures,56793.1603,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,............A) Leather Garments,24179.9663,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,............B) Leather Gloves,28383.5079,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,............C) Other Leather Manufact,4229.6861,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,......32 Footwear,16551.4203,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,............A) Leather Footwear,13701.2057,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,............B) Canvas Footwear,194.9509,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,............C) Other Footwear,2655.2637,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,......33 Surgical Goods & Medical Instr.,37635.6735,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,......34 Cutlery,5470.8482,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,......35 Onyx Manufactured,392.7112,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,......36 Chemical & Pharmaceutical Prod,124060.0619,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,............A) Fertilizer Manufacture,0,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,............B) Plastic Materials,48684.0604,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,............C) Pharmaceutical Product,23218.3512,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,............D) Other Chemicals,52157.6503,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,......37 Engineering Goods,23658.9762,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,............A) Electric Fans,3311.528,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,............B) Transport Equipment,1295.8675,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,............C) Other Electrical Machi.,6535.7862,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,............D) Machi.nery Specialized,3548.0974,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,............E) Auto Parts,1916.1942,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,............F) Other Machi.nery,7051.5029,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,......38 Gems,344.4684,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,......39 Jewellary,471.5489,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,......40 Furniture,697.3465,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,......41 Molasses,256.8536,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,......42 Handicrafts,78,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-25,......43 Cement,33814.652,Thousand USD
