Dataset Name,Observation Date,Series Display Name,Observation Value,Unit
Export Receipts by Commodities and Groups,30-Apr-16,......12 Raw Cotton,537.782,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-16,......13 Cotton Yarn,72213.165,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-16,......14 Cotton Cloth,200877.853,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-16,......15 Cotton Carded or Combed,8111.55,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-16,......16 Yarn Other than Cotton Yarn,1396.569,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-16,......17 Knitwear,178096.006,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-16,......18 Bed Wear,176665.45,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-16,......19 Towels,55855.592,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-16,"......20 Tents,Canvas & Tarpaulin",8210.324,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-16,......21 Readymade Garments,192753.106,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-16,"......22 Art,Silk & Synthetic Textile",23084.989,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-16,......23 Madeup Articles(incl.Other Tex,64985.695,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-16,......24 Other Textile Materials,43221.254,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-16,C. Petroleum Group,33674.177,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-16,......25 Petroleum Crude,0,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-16,......26 Petroleum Products,4690.688,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-16,......27 Solid Fuel including Naphtha,28983.489,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-16,D. Other Manufacture,312865.64,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-16,"......28 Carpets,Rugs & Mats",7862.754,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-16,......29 Sports Goods,49347.742,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-16,............A) Footballs,21818.196,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-16,............B) Gloves,12565.432,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-16,............C) Others,14964.114,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-16,......30 Leather Tanned,35745.24,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-16,......31 Leather Manufactures,35050.409,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-16,............A) Leather Garments,24081.908,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-16,............B) Leather Gloves,7287.465,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-16,............C) Other Leather Manufact,3681.036,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-16,......32 Footwear,6065.648,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-16,............A) Leather Footwear,3640.222,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-16,............B) Canvas Footwear,102.271,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-16,............C) Other Footwear,2323.155,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-16,......33 Surgical Goods & Medical Instr.,35167.87,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-16,......34 Cutlery,5679.836,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-16,......35 Onyx Manufactured,1050.055,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-16,......36 Chemical & Pharmaceutical Prod,87121.757,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-16,............A) Fertilizer Manufacture,0,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-16,............B) Plastic Materials,32637.34,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-16,............C) Pharmaceutical Product,16861.196,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-16,............D) Other Chemicals,37623.221,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-16,......37 Engineering Goods,18718.019,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-16,............A) Electric Fans,4170.675,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-16,............B) Transport Equipment,863.146,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-16,............C) Other Electrical Machi.,3361.198,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-16,............D) Machi.nery Specialized,3146.548,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-16,............E) Auto Parts,1092.269,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-16,............F) Other Machi.nery,6084.183,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-16,......38 Gems,359.569,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-16,......39 Jewellary,722.508,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-16,......40 Furniture,757.487,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-16,......41 Molasses,731.983,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-16,......42 Handicrafts,55.824,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-16,......43 Cement,26726.999,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-16,......44 Guar and Guar Products,1701.94,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-16,E. All Others,90995.209,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-16,I. Total Export Receipts through Banks,1800348.099,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-16,II Freight on Export,33093,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-16,III Export Receipts Banks (fob),1767255.099,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-16,IV Other Exports,50744.9,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-16,. Total Export as per BOP,1817999.999,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,A. Food Group,369727.427,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,......1 Rice,177639.262,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,............A) Basmati,39759.778,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,............B) Others,137879.484,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,......2 Fish & Fish Preparations,28916.749,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,......3 Fruits,42706.381,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,......4 Vegetablees/Leguminous Vegetable,10957.961,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,......5 Tobacco,1470.755,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,......6 Wheat,59.27,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,......7 Spices,7564.33,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,"......8 Oil Seeds, Nuts and Kernels",1053.658,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,......9 Sugar,31537.987,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,......10 Meat and Meat Preparations,22751.447,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,......11 All Other Food Items,45069.627,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,B. Textile Group,1099054.573,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,......12 Raw Cotton,3326.74,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,......13 Cotton Yarn,97341.15,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,......14 Cotton Cloth,219872.618,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,......15 Cotton Carded or Combed,5582.762,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,......16 Yarn Other than Cotton Yarn,1704.669,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,......17 Knitwear,205461.752,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,......18 Bed Wear,178992.065,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,......19 Towels,60498.976,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,"......20 Tents,Canvas & Tarpaulin",9388.634,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,......21 Readymade Garments,191076.398,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,"......22 Art,Silk & Synthetic Textile",23448.627,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,......23 Madeup Articles(incl.Other Tex,54862.29,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,......24 Other Textile Materials,47497.892,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,C. Petroleum Group,28570.66,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,......25 Petroleum Crude,0,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,......26 Petroleum Products,3107.255,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,......27 Solid Fuel including Naphtha,25463.405,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,D. Other Manufacture,332920.96,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,"......28 Carpets,Rugs & Mats",9815.095,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,......29 Sports Goods,45326.97,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,............A) Footballs,17800.056,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,............B) Gloves,9958.505,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,............C) Others,17568.409,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,......30 Leather Tanned,34026.464,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,......31 Leather Manufactures,37496.366,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,............A) Leather Garments,23781.014,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,............B) Leather Gloves,9221.509,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,............C) Other Leather Manufact,4493.843,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,......32 Footwear,9862.199,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,............A) Leather Footwear,7435.892,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,............B) Canvas Footwear,12.692,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,............C) Other Footwear,2413.615,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,......33 Surgical Goods & Medical Instr.,39021.88,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,......34 Cutlery,4476.591,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,......35 Onyx Manufactured,1459.511,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,......36 Chemical & Pharmaceutical Prod,100696.334,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,............A) Fertilizer Manufacture,0,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,............B) Plastic Materials,34651.546,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,............C) Pharmaceutical Product,19751.1,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,............D) Other Chemicals,46293.688,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,......37 Engineering Goods,15339.85,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,............A) Electric Fans,4716.973,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,............B) Transport Equipment,582.287,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,............C) Other Electrical Machi.,1247.9,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,............D) Machi.nery Specialized,2152.615,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,............E) Auto Parts,1196.974,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,............F) Other Machi.nery,5443.101,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,......38 Gems,400.583,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,......39 Jewellary,745.031,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,......40 Furniture,411.013,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,......41 Molasses,783.7,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,......42 Handicrafts,20.225,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,......43 Cement,31123.572,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,......44 Guar and Guar Products,1915.576,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,E. All Others,81193.377,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,I. Total Export Receipts through Banks,1911466.997,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,II Freight on Export,37828,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,III Export Receipts Banks (fob),1873638.997,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,IV Other Exports,115361,Thousand USD
Export Receipts by Commodities and Groups,31-Mar-16,. Total Export as per BOP,1988999.997,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,A. Food Group,326887.377,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,......1 Rice,158175.427,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,............A) Basmati,42341.233,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,............B) Others,115834.194,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,......2 Fish & Fish Preparations,19730.463,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,......3 Fruits,38094.819,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,......4 Vegetablees/Leguminous Vegetable,8693.802,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,......5 Tobacco,145.034,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,......6 Wheat,0.133,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,......7 Spices,8571.722,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,"......8 Oil Seeds, Nuts and Kernels",2826.034,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,......9 Sugar,36410.914,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,......10 Meat and Meat Preparations,17634.039,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,......11 All Other Food Items,36604.99,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,B. Textile Group,996041.5,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,......12 Raw Cotton,3218.032,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,......13 Cotton Yarn,83724.112,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,......14 Cotton Cloth,180874.31,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,......15 Cotton Carded or Combed,8010.122,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,......16 Yarn Other than Cotton Yarn,2341.709,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,......17 Knitwear,184839.602,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,......18 Bed Wear,158188.087,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,......19 Towels,58255.486,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,"......20 Tents,Canvas & Tarpaulin",14921.378,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,......21 Readymade Garments,179085.831,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,"......22 Art,Silk & Synthetic Textile",21818.161,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,......23 Madeup Articles(incl.Other Tex,52984.819,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,......24 Other Textile Materials,47779.851,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,C. Petroleum Group,27425.931,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,......25 Petroleum Crude,0,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,......26 Petroleum Products,9654.709,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,......27 Solid Fuel including Naphtha,17771.222,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,D. Other Manufacture,304319.454,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,"......28 Carpets,Rugs & Mats",8452.028,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,......29 Sports Goods,44103.769,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,............A) Footballs,17932.864,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,............B) Gloves,8943.368,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,............C) Others,17227.537,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,......30 Leather Tanned,29420.392,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,......31 Leather Manufactures,38291.044,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,............A) Leather Garments,25361.426,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,............B) Leather Gloves,9119.359,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,............C) Other Leather Manufact,3810.259,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,......32 Footwear,7391.362,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,............A) Leather Footwear,5003.032,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,............B) Canvas Footwear,0,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,............C) Other Footwear,2388.33,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,......33 Surgical Goods & Medical Instr.,35995.041,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,......34 Cutlery,4492.359,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,......35 Onyx Manufactured,827.279,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,......36 Chemical & Pharmaceutical Prod,81732.846,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,............A) Fertilizer Manufacture,42.744,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,............B) Plastic Materials,25723.53,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,............C) Pharmaceutical Product,15315.376,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,............D) Other Chemicals,40651.196,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,......37 Engineering Goods,17132.556,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,............A) Electric Fans,2985.993,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,............B) Transport Equipment,842.157,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,............C) Other Electrical Machi.,3696.558,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,............D) Machi.nery Specialized,2404.171,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,............E) Auto Parts,926.589,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,............F) Other Machi.nery,6277.088,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,......38 Gems,553.393,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,......39 Jewellary,301.419,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,......40 Furniture,309.606,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,......41 Molasses,2831.878,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,......42 Handicrafts,49.964,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,......43 Cement,30401.872,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,......44 Guar and Guar Products,2032.646,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,E. All Others,83927.425,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,I. Total Export Receipts through Banks,1738601.687,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,II Freight on Export,32190,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,III Export Receipts Banks (fob),1706411.687,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,IV Other Exports,157588.3,Thousand USD
Export Receipts by Commodities and Groups,29-Feb-16,. Total Export as per BOP,1863999.987,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,A. Food Group,332186.479,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,......1 Rice,166234.317,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,............A) Basmati,38691.652,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,............B) Others,127542.665,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,......2 Fish & Fish Preparations,26962.502,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,......3 Fruits,31127.261,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,......4 Vegetablees/Leguminous Vegetable,8834.79,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,......5 Tobacco,424.657,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,......6 Wheat,0,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,......7 Spices,7414.453,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,"......8 Oil Seeds, Nuts and Kernels",1565.971,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,......9 Sugar,31596.248,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,......10 Meat and Meat Preparations,20796.083,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,......11 All Other Food Items,37230.197,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,B. Textile Group,1014091.234,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,......12 Raw Cotton,1599.153,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,......13 Cotton Yarn,111923.863,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,......14 Cotton Cloth,185969.922,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,......15 Cotton Carded or Combed,5743.025,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,......16 Yarn Other than Cotton Yarn,2365.51,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,......17 Knitwear,176540.479,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,......18 Bed Wear,166412.225,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,......19 Towels,57693.891,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,"......20 Tents,Canvas & Tarpaulin",8059.776,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,......21 Readymade Garments,174036.136,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,"......22 Art,Silk & Synthetic Textile",21746.264,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,......23 Madeup Articles(incl.Other Tex,56555.408,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,......24 Other Textile Materials,45445.582,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,C. Petroleum Group,35493.276,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,......25 Petroleum Crude,0,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,......26 Petroleum Products,6658.485,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,......27 Solid Fuel including Naphtha,28834.791,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,D. Other Manufacture,258016.768,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,"......28 Carpets,Rugs & Mats",7818.706,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,......29 Sports Goods,34018.682,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,............A) Footballs,11871.999,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,............B) Gloves,7935.349,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,............C) Others,14211.334,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,......30 Leather Tanned,32343.455,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,......31 Leather Manufactures,36423.875,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,............A) Leather Garments,24928.98,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,............B) Leather Gloves,7505.201,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,............C) Other Leather Manufact,3989.694,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,......32 Footwear,6636.732,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,............A) Leather Footwear,5180.922,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,............B) Canvas Footwear,12.416,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,............C) Other Footwear,1443.394,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,......33 Surgical Goods & Medical Instr.,29040.123,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,......34 Cutlery,3798.983,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,......35 Onyx Manufactured,604.915,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,......36 Chemical & Pharmaceutical Prod,63894.389,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,............A) Fertilizer Manufacture,37,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,............B) Plastic Materials,24683.029,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,............C) Pharmaceutical Product,14282.469,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,............D) Other Chemicals,24891.891,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,......37 Engineering Goods,19900.983,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,............A) Electric Fans,2172.111,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,............B) Transport Equipment,699.95,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,............C) Other Electrical Machi.,2434.183,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,............D) Machi.nery Specialized,3113.88,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,............E) Auto Parts,1100.442,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,............F) Other Machi.nery,10380.417,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,......38 Gems,400.586,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,......39 Jewellary,346.654,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,......40 Furniture,408.181,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,......41 Molasses,688.079,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,......42 Handicrafts,24.893,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,......43 Cement,18697.089,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,......44 Guar and Guar Products,2970.443,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,E. All Others,76733.049,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,I. Total Export Receipts through Banks,1716520.806,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,II Freight on Export,46679,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,III Export Receipts Banks (fob),1669841.806,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,IV Other Exports,22158.2,Thousand USD
Export Receipts by Commodities and Groups,31-Jan-16,. Total Export as per BOP,1692000.006,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,A. Food Group,366265.925,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,......1 Rice,210881.861,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,............A) Basmati,57034.309,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,............B) Others,153847.552,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,......2 Fish & Fish Preparations,34310.405,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,......3 Fruits,28763.241,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,......4 Vegetablees/Leguminous Vegetable,10285.77,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,......5 Tobacco,214.288,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,......6 Wheat,0,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,......7 Spices,7594.866,Thousand USD
